Word,Parts of speech,Suffix
কোঁচা,বিশেষ্য,চা
কোকনদ,বিশেষ্য,নদ
কোকিল,বিশেষ্য,িল
কোকেন,বিশেষ্য,েন
কোঙ্কণি,বিশেষ্য,্কণি
কোচদাদ,বিশেষ্য,দাদ
কোচবাক্স,বিশেষ্য,বাক্স
কোচল,বিশেষ্য,ল
কোজাগর,বিশেষ্য,াগর
কোটেশন,বিশেষ্য,েশন
কোঠা,বিশেষ্য,া
কোতরা,বিশেষ্য,রা
কোতোয়াল,বিশেষ্য,োয়াল
কোদণ্ড,বিশেষ্য,ণ্ড
কোনাচ,বিশেষ্য,াচ
কোপিত,বিশেষণ,িত
কোবিদ,বিশেষণ,িদ
কোমর,বিশেষ্য,র
কোমল,বিশেষণ,ল
কোম্পানি,বিশেষ্য,্পানি
কোরণ্ড,বিশেষ্য,ণ্ড
কোরবানি,বিশেষ্য,বানি
কোরাস,বিশেষ্য,াস
কোর্ট,বিশেষ্য,্ট
কোর্টমার্শাল,বিশেষ্য,্টমার্শাল
কোর্টশিপ,বিশেষ্য,্টশিপ
কোর্ফা,বিশেষ্য,্ফা
কোর্মা,বিশেষ্য,্মা
কোলপাতি,বিশেষ্য,পাতি
কোলম্বক,বিশেষ্য,ম্বক
কোলাহল,বিশেষ্য,াহল
কোশিশ,বিশেষ্য,িশ
কোশ্চেন,বিশেষ্য,্চেন
কোষা,বিশেষ্য,া
কোষাগার,বিশেষ্য,াগার
কোষাধ্যক্ষ,বিশেষ্য,াধ্যক্ষ
কোষ্টা,বিশেষ্য,্টা
কোহল,বিশেষ্য,ল
কোহিনুর,বিশেষ্য,িনুর
কোয়াক,বিশেষ্য,াক
কোয়ালিশন,বিশেষ্য,ালিশন
কোয়াশিয়া,বিশেষ্য,াশিয়া
কোয়েরিয়াম,বিশেষ্য,েরিয়াম
কোয়েল,বিশেষ্য,েল
কৌমুদী,বিশেষ্য,দী
কৌমোদকী,বিশেষ্য,দকী
ক্যানক্যান,অব্যয়,্যান
ক্যানটিন,বিশেষ্য,িন
ক্যান্বিস,বিশেষ্য,বিস
ক্যাপসুল,বিশেষ্য,ুল
ক্যাপ্টেন,বিশেষ্য,টেন
ক্যালোরব্যালোর,বিশেষ্য,ব্যালোর
ক্যাশমিলন,বিশেষ্য,লন
ক্রমেলক,বিশেষ্য,লক
ক্লোরিন,বিশেষ্য,িন
ক্ষীরাব্ধি,বিশেষ্য,ব্ধি
ক্ষুরপ্র,বিশেষ্য,্র
কয়েদ,বিশেষ্য,দ
খচরামি,বিশেষ্য,মি
খড়খড়ি,বিশেষ্য,ড়ি
খড়িমাটি,বিশেষ্য,মাটি
খণ্ডাখণ্ডি,বিশেষ্য,খণ্ডি
খতিব,বিশেষ্য,ব
খত্তাল,বিশেষ্য,তাল
খপুষ্প,বিশেষ্য,ষ্প
খপ্পর,বিশেষ্য,পর
খরখর,অব্যয়,র
খরগোশ,বিশেষ্য,োশ
খরিদ,বিশেষ্য,দ
খরিফ,বিশেষ্য,ফ
খরোষ্ঠী,বিশেষ্য,ষ্ঠী
খর্জূর,বিশেষ্য,জূর
খলখল,অব্যয়,ল
খাগড়াই,বিশেষণ,়াই
খাজাঞ্চি,বিশেষ্য,্চি
খাটিয়ে,বিশেষণ,য়ে
খাট্টা,বিশেষ্য,টা
খাপ্পা,বিশেষণ,পা
খামখেয়াল,বিশেষ্য,েয়াল
খামোশ,অব্যয়,শ
খাম্বাজ,বিশেষ্য,বাজ
খালাসি,বিশেষণ,সি
খালিজুলি,বিশেষ্য,জুলি
খাসগেলাস,বিশেষ্য,েলাস
খাসনবিশ,বিশেষ্য,বিশ
খাসবরদার,বিশেষণ,রদার
খিলখিল,অব্যয়,িল
খুঁটিনাটি,বিশেষ্য,িনাটি
খুন.খুনে,বিশেষণ,খুনে
খেঁকশিয়াল,বিশেষ্য,শিয়াল
খেঁচকা,বিশেষ্য,কা
খেঁচড়া,বিশেষণ,ড়া
খেঁচাখেঁচি,বিশেষ্য,াখেঁচি
খেঁড়ু,বিশেষ্য,়ু
খেদোক্তি,বিশেষ্য,ক্তি
খেলোয়াড়,বিশেষ্য,াড়
খোদাবন্দ,বিশেষ্য,বন্দ
খোলাবাজার,বিশেষ্য,াজার
খোলামকুচি,বিশেষ্য,কুচি
খোশামদ,বিশেষ্য,মদ
খ্যাঁত্খ্যাঁত্,বিশেষ্য,্খ্যাঁত্
খ্যানখ্যান,বিশেষ্য,্যান
গগন,বিশেষ্য,ন
গচ্ছিত,বিশেষণ,্ছিত
গজরা,ক্রিয়া,রা
গজল,বিশেষ্য,ল
গজাল,বিশেষ্য,াল
গজেন্দ্র,বিশেষ্য,েন্দ্র
গঞ্জন,বিশেষ্য,্জন
গঞ্জিকা,বিশেষ্য,্জিকা
গঞ্জিত,বিশেষণ,্জিত
গঠন,বিশেষ্য,ন
গড়গড়,বিশেষ্য,়গড়
গড়গড়া,বিশেষ্য,়গড়া
গড়াগড়ি,বিশেষ্য,়াগড়ি
গড়িমসি,বিশেষ্য,়িমসি
গণক,বিশেষ্য,ক
গণনাট্য,বিশেষ্য,নাট্য
গণসংগীত,বিশেষ্য,সংগীত
গণহত্যা,বিশেষ্য,হত্যা
গণিকা,বিশেষ্য,িকা
গণিত,বিশেষ্য,িত
গণীভূত,বিশেষণ,ীভূত
গণেশ,বিশেষ্য,েশ
গণ্ডক,বিশেষ্য,্ডক
গণ্ডকী,বিশেষ্য,্ডকী
গণ্ডগোল,বিশেষ্য,্ডগোল
গণ্ডা,বিশেষ্য,্ডা
গণ্ডার,বিশেষ্য,্ডার
গণ্ডূষ,বিশেষ্য,্ডূষ
গতর,বিশেষ্য,র
গতানুগতিক,বিশেষণ,ানুগতিক
গতাসু,বিশেষণ,াসু
গতায়ু,বিশেষণ,ায়ু
গত্যন্তর,বিশেষ্য,্যন্তর
গদাইলশকরি,বিশেষণ,াইলশকরি
গনতকার,বিশেষ্য,তকার
গনাগোষ্ঠী,বিশেষ্য,াগোষ্ঠী
গনানো,ক্রিয়া,ানো
গন্তা,বিশেষণ,্তা
গন্ধক,বিশেষ্য,্ধক
গন্ধর্ব,বিশেষ্য,্ধর্ব
গন্ধলি,বিশেষ্য,্ধলি
গন্ধী,বিশেষণ,্ধী
গন্ধেন্দ্রিয়,বিশেষ্য,্ধেন্দ্রিয়
গন্ধেশ্বরী,বিশেষ্য,্ধেশ্বরী
গন্ধোপজীবী,বিশেষ্য,্ধোপজীবী
গন্নাকাটা,বিশেষণ,্নাকাটা
গবচন্দ্র,বিশেষ্য,চন্দ্র
গবাক্ষ,বিশেষ্য,াক্ষ
গবাদি,বিশেষণ,াদি
গবেট,বিশেষণ,েট
গবয়,বিশেষ্য,য়
গভর্নমেণ্ট,বিশেষ্য,র্নমেণ্ট
গভর্নর,বিশেষ্য,র্নর
গভস্তি,বিশেষ্য,স্তি
গমগম,বিশেষ্য,গম
গম্বুজ,বিশেষ্য,্বুজ
গম্ভীরবেদী,বিশেষণ,্ভীরবেদী
গম্ভীরা,বিশেষ্য,্ভীরা
গরজ,বিশেষ্য,জ
গরঠিকানা,বিশেষ্য,ঠিকানা
গরঠিকানিয়া,বিশেষণ,ঠিকানিয়া
গরদ,বিশেষ্য,দ
গরবা,বিশেষ্য,বা
গরবিনি,বিশেষণ,বিনি
গরমা,ক্রিয়া,মা
গরমিল,বিশেষ্য,মিল
গররাজি,বিশেষণ,রাজি
গরহাজির,বিশেষণ,হাজির
গরান,বিশেষ্য,ান
গরিব,বিশেষণ,িব
গরিমা,বিশেষ্য,িমা
গরিলা,বিশেষ্য,িলা
গরিষ্ঠ,বিশেষণ,িষ্ঠ
গরীয়ান,বিশেষণ,ীয়ান
গরুড়,বিশেষ্য,ুড়
গরুত্,বিশেষ্য,ুত্
গরুত্মান্,বিশেষ্য,ুত্মান্
গর্গর,বিশেষ্য,্গর
গর্জক,বিশেষণ,্জক
গর্জমান,বিশেষণ,্জমান
গর্জা,ক্রিয়া,্জা
গর্দভ,বিশেষ্য,্দভ
গর্দা,বিশেষ্য,্দা
গর্দান,বিশেষ্য,্দান
গর্ব,বিশেষ্য,্ব
গর্ভ,বিশেষ্য,্ভ
গর্হ্য,বিশেষণ,্হ্য
গলগল,অব্যয়,গল
গলতি,বিশেষ্য,তি
গলদশ্রু,বিশেষণ,দশ্রু
গলদা,বিশেষ্য,দা
গলদ্ধর্ম,বিশেষণ,দ্ধর্ম
গলাধঃকরণ,বিশেষ্য,াধঃকরণ
গলিজ,বিশেষণ,িজ
গলুই,বিশেষ্য,ুই
গল্প,বিশেষ্য,্প
গসগস,অব্যয়,গস
গস্ত,বিশেষ্য,্ত
গস্তানি,বিশেষ্য,্তানি
গহন,বিশেষণ,ন
গহনা,বিশেষ্য,না
গহ্বর,বিশেষ্য,্বর
গাঁ,বিশেষ্য,ঁ
গাঁই,বিশেষ্য,ঁই
গাঁইগুঁই,অব্যয়,ঁইগুঁই
গাঁইয়া,বিশেষণ,ঁইয়া
গাঁজা,বিশেষ্য,ঁজা
গাঁতা,বিশেষ্য,ঁতা
গাঁতি,বিশেষ্য,ঁতি
গাঁথন,বিশেষ্য,ঁথন
গাঁথা,ক্রিয়া,ঁথা
গাঁদা,বিশেষ্য,ঁদা
গাইয়ে,বিশেষণ,ইয়ে
